r1
7
7
1 5 0 p2
5 2 0 v1
2 5 0 p1
5 1 0 v2
2 6 0 p3
6 3 0 v2
3 6 0 p2
6 2 0 v3
2 7 0 p4
7 4 0 v2
4 7 0 p2
7 2 0 v4
