r2
7
7
3 5 0 p2
5 2 0 v1
2 5 0 p1
5 3 0 v2
2 6 0 p3
6 1 0 v2
1 6 0 p2
6 2 0 v3
2 7 0 p4
7 4 0 v2
4 7 0 p2
7 2 0 v4
